product_shortname,signal_name,value,year,month,day,hour,minutes,seconds
OMSO2,ColumnAmountSO2_PBL,0.015589006245136261,2020,01,20,03,23,13
OMSO2,ColumnAmountSO2_PBL,0.006749528925865889,2020,01,30,01,06,51
OMSO2,ColumnAmountSO2_PBL,0.00703062629327178,2020,02,10,03,21,02
OMSO2,ColumnAmountSO2_PBL,0.005290166009217501,2020,02,20,02,19,25
OMSO2,ColumnAmountSO2_PBL,0.008124733343720436,2020,02,29,02,17,08
OMSO2,ColumnAmountSO2_PBL,0.00541754299774766,2020,03,10,03,33,17
OMSO2,ColumnAmountSO2_PBL,0.006285390816628933,2020,03,20,13,03,19
OMSO2,ColumnAmountSO2_PBL,0.007718386594206095,2020,03,30,11,04,59
OMSO2,ColumnAmountSO2_PBL,0.0012434367090463638,2020,04,10,02,26,47
OMSO2,ColumnAmountSO2_PBL,0.0021844343282282352,2020,04,20,03,20,01
OMSO2,ColumnAmountSO2_PBL,0.0034598929341882467,2020,04,30,14,05,06
OMSO2,ColumnAmountSO2_PBL,0.00249502738006413,2020,05,10,03,14,25
OMSO2,ColumnAmountSO2_PBL,0.0037022153846919537,2020,05,20,03,13,28
OMSO2,ColumnAmountSO2_PBL,0.0010485595557838678,2020,05,30,04,17,42
