,product_name,signal_name,loc_name,loc_lat,loc_lang,loc_zoom,value_mn,value_sd,value_md,value_q1,value_q2,year,month,day,hour,minutes,seconds,value_mn_rescale
0,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.2989038825035095,0.19587008655071259,0.24754633009433746,0.1645715907216072,0.3905574530363083,2020,01,01,-1,-1,-1,0.43722505550435775
1,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.32714226841926575,0.12261529266834259,0.36313238739967346,0.282457560300827,0.39915555715560913,2020,01,02,-1,-1,-1,0.49119289088566614
2,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,03,-1,-1,-1,-2.045177129812419
3,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,04,-1,-1,-1,-2.045177129812419
4,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.2046893835067749,0.08677196502685547,0.20972324907779694,0.14020012319087982,0.2615814208984375,2020,01,05,-1,-1,-1,0.2571668684834353
5,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,06,-1,-1,-1,-2.045177129812419
6,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.24068917334079742,0.10199593752622604,0.2595568895339966,0.16037435829639435,0.3366876244544983,2020,01,07,-1,-1,-1,0.3259679230947111
7,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.30408376455307007,0.09690111130475998,0.3342500925064087,0.22689421474933624,0.3561508059501648,2020,01,08,-1,-1,-1,0.44712459517986375
8,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.3408777415752411,0.13335272669792175,0.32491326332092285,0.25057972967624664,0.43709124624729156,2020,01,09,-1,-1,-1,0.5174434618771352
9,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.2842159867286682,0.16959719359874725,0.26734817028045654,0.1366418171674013,0.38905835151672363,2020,01,10,-1,-1,-1,0.40915426053614534
10,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.263441264629364,0.11767762154340744,0.26827678084373474,0.15141407400369644,0.3801320493221283,2020,01,11,-1,-1,-1,0.36945061792383516
11,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.31806156039237976,0.1533074527978897,0.3243124186992645,0.2007228508591652,0.4600846767425537,2020,01,12,-1,-1,-1,0.4738382815463531
12,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,13,-1,-1,-1,-2.045177129812419
13,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.20024047791957855,0.10588295757770538,0.16773931682109833,0.12938697636127472,0.29550090432167053,2020,01,14,-1,-1,-1,0.24866433561653978
14,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,15,-1,-1,-1,-2.045177129812419
15,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.3729317784309387,0.21739336848258972,0.36868003010749817,0.17828068137168884,0.5930145382881165,2020,01,16,-1,-1,-1,0.57870358451642
16,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.36012566089630127,0.19751094281673431,0.3280993103981018,0.23425621539354324,0.49983586370944977,2020,01,17,-1,-1,-1,0.5542291529733134
17,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.20529547333717346,0.07569240033626556,0.18484104424715042,0.16544600948691368,0.2827657610177994,2020,01,18,-1,-1,-1,0.2583251980101588
18,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.25557491183280945,0.1526290774345398,0.24562202394008636,0.12397234328091145,0.37712301313877106,2020,01,19,-1,-1,-1,0.3544168254810852
19,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,20,-1,-1,-1,-2.045177129812419
20,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.3052748739719391,0.1726372390985489,0.2514342665672302,0.16014018654823303,0.46253468096256256,2020,01,21,-1,-1,-1,0.4494009858075158
21,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,22,-1,-1,-1,-2.045177129812419
22,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.504875659942627,0.26623207330703735,0.4694208800792694,0.29786523431539536,0.7098824083805084,2020,01,23,-1,-1,-1,0.8308683399042444
23,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,24,-1,-1,-1,-2.045177129812419
24,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,25,-1,-1,-1,-2.045177129812419
25,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.41640886664390564,0.21454855799674988,0.3812154233455658,0.2569287121295929,0.5365515947341919,2020,01,26,-1,-1,-1,0.6617948896121131
26,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.24084587395191193,0.08828693628311157,0.29177287220954895,0.16959932446479797,0.30334097146987915,2020,01,27,-1,-1,-1,0.32626740171257573
27,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,28,-1,-1,-1,-2.045177129812419
28,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,29,-1,-1,-1,-2.045177129812419
29,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.289597749710083,0.1271081119775772,0.24331945180892944,0.2013751119375229,0.3767067417502403,2020,01,30,-1,-1,-1,0.4194396252701174
30,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,01,31,-1,-1,-1,-2.045177129812419
31,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,02,01,-1,-1,-1,-2.045177129812419
32,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.22805704176425934,0.12978079915046692,0.18782581388950348,0.13077424094080925,0.2995939254760742,2020,02,02,-1,-1,-1,0.30182600508737734
33,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.29584333300590515,0.1610397845506668,0.28035634756088257,0.15812809020280838,0.40252217650413513,2020,02,03,-1,-1,-1,0.43137588154817574
34,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.16692934930324554,0.07848840206861496,0.15519152581691742,0.1145448163151741,0.18626897037029266,2020,02,04,-1,-1,-1,0.18500172009400143
35,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,02,05,-1,-1,-1,-2.045177129812419
36,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.3138469457626343,0.12936602532863617,0.32738545536994934,0.22328037023544312,0.3952900469303131,2020,02,06,-1,-1,-1,0.46578351420900166
37,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,02,07,-1,-1,-1,-2.045177129812419
38,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.5232447385787964,0.2524918019771576,0.6012825518846512,0.23514527827501297,0.7513932436704636,2020,02,08,-1,-1,-1,0.8659744332518092
39,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,-1.0,-1.0,-1.0,-1.0,-1.0,2020,02,09,-1,-1,-1,-2.045177129812419
40,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.07781043648719788,0.014757910743355751,0.07907893508672714,0.0634402809664607,0.08648365922272205,2020,02,10,-1,-1,-1,0.014681970567027278
41,OMNO2,ColumnAmountNO2TropCloudScreened,milan,45.5,9.1,2,0.1154087707400322,0.04841525852680206,0.10829100757837296,0.07586698979139328,0.13562797009944916,2020,02,11,-1,-1,-1,0.08653808584294288
